report_date,region,type,environment,package_size,quality_grade,price_avg,price_min,price_max,store_count,price_unit
2018-03-23,NorthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.91,2.5,3.29,202,Per Carton
2018-03-23,NorthWest,WHITE LARGE,Conventional,,AA,1.99,1.99,1.99,6,Per Carton
2018-03-23,NorthWest,WHITE MEDIUM,Conventional,,AA,1.0,1.0,1.0,11,Per Carton
2018-03-23,SouthCentral,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.38,1.99,3.0,782,Per Carton
2018-03-23,SouthCentral,BROWN LARGE,USDA Organic,,No Grade,3.48,2.79,3.99,504,Per Carton
2018-03-23,SouthCentral,BROWN LARGE,Vegatarian-Fed,,No Grade,2.49,2.48,2.49,25,Per Carton
2018-03-23,SouthCentral,"LIQUID EGG, LARGE CARTON",Conventional,,,3.0,3.0,3.0,103,Per Carton
2018-03-23,SouthCentral,"LIQUID EGG, SMALL CARTON",Conventional,,,2.98,2.98,2.98,72,Per Carton
2018-03-23,SouthCentral,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,1.99,1.99,1.99,1,Per Carton
2018-03-23,SouthCentral,WHITE LARGE,Conventional,,AA,1.49,1.49,1.49,114,Per Carton
2018-03-23,SouthCentral,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.9,2.33,4.29,137,Per Carton
2018-03-23,SouthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.95,1.99,3.99,787,Per Carton
2018-03-23,SouthEast,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,3.99,3.99,214,Per Carton
2018-03-23,SouthEast,BROWN LARGE,USDA Organic,,No Grade,3.69,2.79,3.99,924,Per Carton
2018-03-23,SouthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,2.09,2.0,2.5,107,Per Carton
2018-03-23,SouthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,5.35,3.0,5.39,218,Per Carton
2018-03-23,SouthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,3.98,3.98,3.98,195,Per Carton
2018-03-23,SouthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.5,2.5,2.5,33,Per Carton
2018-03-23,SouthEast,WHITE LARGE,Conventional,,A,1.54,0.95,2.0,16,Per Carton
2018-03-23,SouthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.97,2.33,2.99,221,Per Carton
2018-03-23,SouthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.59,1.99,3.0,701,Per Carton
2018-03-23,SouthWest,BROWN LARGE,USDA Organic,,No Grade,3.99,3.99,3.99,174,Per Carton
2018-03-23,SouthWest,"LIQUID EGG, LARGE CARTON",Conventional,,,3.0,3.0,3.0,2,Per Carton
2018-03-23,SouthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,1.99,1.99,1.99,62,Per Carton
2018-03-23,SouthWest,WHITE LARGE,Conventional,,AA,2.5,2.5,2.5,5,Per Carton
2018-03-23,SouthWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.5,2.5,2.5,62,Per Carton
2018-03-23,SouthWest,WHITE MEDIUM,Conventional,,AA,1.98,1.07,3.0,58,Per Carton
2018-03-30,Alaska,BROWN LARGE,USDA Organic,,No Grade,4.66,4.66,4.66,21,Per Carton
2018-03-30,Alaska,WHITE LARGE,Conventional,,AA,2.88,2.88,2.88,3,Per Carton
2018-03-30,Alaska,WHITE MEDIUM,Conventional,,AA,1.58,1.58,1.58,2,Per Carton
2018-03-30,Hawaii,WHITE LARGE,Conventional,,A,3.0,3.0,3.0,6,Per Carton
2018-03-30,Hawaii,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,3.99,3.99,27,Per Carton
2018-03-30,Hawaii,WHITE MEDIUM,Conventional,,A,2.0,2.0,2.0,24,Per Carton
2018-03-30,MidWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.49,2.39,2.5,131,Per Carton
2018-03-30,MidWest,BROWN LARGE,USDA Organic,,No Grade,3.6,3.5,3.99,87,Per Carton
2018-03-30,MidWest,BROWN LARGE,Vegatarian-Fed,,No Grade,2.38,2.38,2.38,72,Per Carton
2018-03-30,MidWest,WHITE EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,3.5,3.5,3.5,25,Per Carton
2018-03-30,MidWest,WHITE EXTRA LARGE,Conventional,,A,1.99,1.99,1.99,51,Per Carton
2018-03-30,MidWest,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.02,2.0,2.29,62,Per Carton
2018-03-30,MidWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.28,1.5,2.99,62,Per Carton
2018-03-30,MidWest,WHITE LARGE,Conventional,,A,0.99,0.99,0.99,343,Per Carton
2018-03-30,MidWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.23,1.98,3.09,365,Per Carton
2018-03-30,MidWest,WHITE LARGE,Vegatarian-Fed,,No Grade,2.0,2.0,2.0,11,Per Carton
2018-03-30,MidWest,WHITE MEDIUM,Conventional,,A,0.92,0.33,1.49,52,Per Carton
2018-03-30,National,BROWN EXTRA LARGE,USDA Organic,,No Grade,4.45,,,38,Per Carton
2018-03-30,National,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.82,,,1752,Per Carton
2018-03-30,National,BROWN LARGE,Conventional,,A,2.85,,,71,Per Carton
2018-03-30,National,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,,,377,Per Carton
2018-03-30,National,BROWN LARGE,USDA Organic,,No Grade,3.98,,,1120,Per Carton
2018-03-30,National,BROWN LARGE,Vegatarian-Fed,,No Grade,2.63,,,102,Per Carton
2018-03-30,National,"LIQUID EGG, LARGE CARTON",Conventional,,,4.91,,,627,Per Carton
2018-03-30,National,"LIQUID EGG, SMALL CARTON",Conventional,,,2.69,,,764,Per Carton
2018-03-30,National,WHITE EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,3.5,,,25,Per Carton
2018-03-30,National,WHITE EXTRA LARGE,Conventional,,A,3.18,,,38,Per Carton
2018-03-30,National,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.84,,,500,Per Carton
2018-03-30,National,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.45,,,259,Per Carton
2018-03-30,National,WHITE LARGE,Conventional,,AA,1.12,,,115,Per Carton
2018-03-30,National,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.26,,,2122,Per Carton
2018-03-30,National,WHITE LARGE,Vegatarian-Fed,,No Grade,2.0,,,11,Per Carton
2018-03-30,NorthEast,BROWN EXTRA LARGE,USDA Organic,,No Grade,4.45,3.97,4.99,38,Per Carton
2018-03-30,NorthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.23,2.0,3.99,294,Per Carton
2018-03-30,NorthEast,BROWN LARGE,Conventional,,A,2.79,2.69,2.99,49,Per Carton
2018-03-30,NorthEast,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,3.99,3.99,163,Per Carton
2018-03-30,NorthEast,BROWN LARGE,USDA Organic,,No Grade,4.22,3.97,4.99,76,Per Carton
2018-03-30,NorthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,2.5,2.5,2.5,8,Per Carton
2018-03-30,NorthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,4.7,4.0,5.39,32,Per Carton
2018-03-30,NorthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.24,1.99,3.99,490,Per Carton
2018-03-30,NorthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.44,2.0,2.5,87,Per Carton
2018-03-30,NorthEast,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.5,2.5,2.5,18,Per Carton
2018-03-30,NorthEast,WHITE LARGE,Conventional,,A,1.02,0.99,1.5,270,Per Carton
2018-03-30,NorthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.25,1.86,3.99,327,Per Carton
2018-03-30,NorthEast,WHITE MEDIUM,Conventional,,A,1.67,1.67,1.67,60,Per Carton
2018-03-30,NorthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.44,2.33,2.5,106,Per Carton
2018-03-30,NorthWest,BROWN LARGE,USDA Organic,,No Grade,3.96,3.89,3.99,394,Per Carton
2018-03-30,NorthWest,"LIQUID EGG, SMALL CARTON",Conventional,,,3.29,,3.29,15,Per Carton
2018-03-30,NorthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.5,2.5,2.5,21,Per Carton
2018-03-30,NorthWest,WHITE LARGE,Conventional,,AA,0.99,0.99,0.99,32,Per Carton
2018-03-30,NorthWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.68,1.88,2.99,144,Per Carton
2018-03-30,NorthWest,WHITE MEDIUM,Conventional,,AA,1.58,1.58,1.58,61,Per Carton
2018-03-30,SouthCentral,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.38,1.99,2.5,356,Per Carton
2018-03-30,SouthCentral,BROWN LARGE,USDA Organic,,No Grade,3.99,3.99,3.99,114,Per Carton
2018-03-30,SouthCentral,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.5,2.5,2.5,13,Per Carton
2018-03-30,SouthCentral,WHITE LARGE,Conventional,,A,0.99,0.99,0.99,239,Per Carton
2018-03-30,SouthCentral,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,1.88,1.5,2.2,209,Per Carton
2018-03-30,SouthCentral,WHITE MEDIUM,Conventional,,A,1.34,0.19,1.99,36,Per Carton
2018-03-30,SouthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.73,1.99,3.99,283,Per Carton
2018-03-30,SouthEast,BROWN LARGE,Conventional,,A,2.99,2.99,2.99,22,Per Carton
2018-03-30,SouthEast,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,3.99,3.99,214,Per Carton
2018-03-30,SouthEast,BROWN LARGE,USDA Organic,,No Grade,3.99,3.99,3.99,428,Per Carton
2018-03-30,SouthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,3.49,3.49,3.49,22,Per Carton
2018-03-30,SouthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,4.7,4.0,5.39,428,Per Carton
2018-03-30,SouthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,3.5,3.5,3.5,259,Per Carton
2018-03-30,SouthEast,WHITE EXTRA LARGE,Conventional,,A,3.56,2.99,3.79,31,Per Carton
2018-03-30,SouthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.5,2.5,2.5,214,Per Carton
2018-03-30,SouthEast,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.5,2.5,2.5,101,Per Carton
2018-03-30,SouthEast,WHITE LARGE,Conventional,,A,0.99,0.99,0.99,288,Per Carton
2018-03-30,SouthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,1.99,1.5,2.0,765,Per Carton
2018-03-30,SouthEast,WHITE MEDIUM,Conventional,,A,2.37,0.69,2.49,46,Per Carton
2018-03-30,SouthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.57,1.99,3.49,582,Per Carton
2018-03-30,SouthWest,"LIQUID EGG, LARGE CARTON",Conventional,,,5.49,5.49,5.49,167,Per Carton
2018-03-30,SouthWest,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,3.99,3.99,137,Per Carton
2018-03-30,SouthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.5,2.5,2.5,44,Per Carton
2018-03-30,SouthWest,WHITE LARGE,Conventional,,AA,4.48,2.98,4.69,193,Per Carton
2018-03-30,SouthWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.93,2.0,2.99,285,Per Carton
2018-03-30,SouthWest,WHITE MEDIUM,Conventional,,AA,2.16,1.99,3.0,66,Per Carton
2018-04-06,Alaska,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.62,2.92,3.99,32,Per Carton
2018-04-06,Alaska,"LIQUID EGG, SMALL CARTON",Conventional,,,2.99,2.99,2.99,2,Per Carton
2018-04-06,Hawaii,WHITE LARGE,Conventional,,A,4.39,4.39,4.39,3,Per Carton
2018-04-06,Hawaii,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.86,3.29,3.99,33,Per Carton
2018-04-06,MidWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.44,2.32,2.89,765,Per Carton
2018-04-06,MidWest,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,3.99,3.99,3,Per Carton
2018-04-06,MidWest,BROWN LARGE,USDA Organic,,No Grade,4.06,3.49,4.49,14,Per Carton
2018-04-06,MidWest,"LIQUID EGG, LARGE CARTON",Conventional,,,4.03,3.99,4.99,188,Per Carton
2018-04-06,MidWest,"LIQUID EGG, SMALL CARTON",Conventional,,,2.78,2.0,3.0,84,Per Carton
2018-04-06,MidWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,1.66,1.5,2.99,64,Per Carton
2018-04-06,MidWest,WHITE LARGE,Conventional,,AA,0.99,0.99,0.99,1,Per Carton
2018-04-06,MidWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.37,1.98,2.9,191,Per Carton
2018-04-06,MidWest,WHITE MEDIUM,Conventional,,AA,1.99,1.99,1.99,23,Per Carton
2018-04-06,National,BROWN EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,,,18,Per Carton
2018-04-06,National,BROWN EXTRA LARGE,Conventional,,A,2.5,,,20,Per Carton
2018-04-06,National,BROWN EXTRA LARGE,USDA Organic,,No Grade,3.97,,,20,Per Carton
2018-04-06,National,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.66,,,3462,Per Carton
2018-04-06,National,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,,,40,Per Carton
2018-04-06,National,BROWN LARGE,USDA Organic,,No Grade,3.89,,,2091,Per Carton
2018-04-06,National,BROWN LARGE,Vegatarian-Fed,,No Grade,2.91,,,519,Per Carton
2018-04-06,National,"LIQUID EGG, LARGE CARTON",Conventional,,,4.27,,,249,Per Carton
2018-04-06,National,"LIQUID EGG, SMALL CARTON",Conventional,,,2.55,,,888,Per Carton
2018-04-06,National,WHITE EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,3.99,,,9,Per Carton
2018-04-06,National,WHITE EXTRA LARGE,USDA Organic,,No Grade,2.89,,,34,Per Carton
2018-04-06,National,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,1.98,,,105,Per Carton
2018-04-06,National,WHITE LARGE,Conventional,,AA,1.48,,,526,Per Carton
2018-04-06,National,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.61,,,2277,Per Carton
2018-04-06,NorthEast,BROWN EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,2.99,2.99,18,Per Carton
2018-04-06,NorthEast,BROWN EXTRA LARGE,Conventional,,A,2.5,2.5,2.5,20,Per Carton
2018-04-06,NorthEast,BROWN EXTRA LARGE,USDA Organic,,No Grade,3.97,3.97,3.97,20,Per Carton
2018-04-06,NorthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,1.79,3.99,427,Per Carton
2018-04-06,NorthEast,BROWN LARGE,USDA Organic,,No Grade,3.99,3.5,5.99,95,Per Carton
2018-04-06,NorthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,2.5,2.5,2.5,304,Per Carton
2018-04-06,NorthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,4.98,4.97,4.99,61,Per Carton
2018-04-06,NorthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.99,2.99,2.99,16,Per Carton
2018-04-06,NorthEast,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.49,1.5,2.99,12,Per Carton
2018-04-06,NorthEast,WHITE LARGE,Conventional,,A,1.99,1.99,1.99,53,Per Carton
2018-04-06,NorthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.29,1.99,3.5,512,Per Carton
2018-04-06,NorthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.78,2.33,2.92,206,Per Carton
2018-04-06,NorthWest,BROWN LARGE,USDA Organic,,No Grade,3.72,3.49,4.49,109,Per Carton
2018-04-06,NorthWest,"LIQUID EGG, SMALL CARTON",Conventional,,,2.55,,3.29,152,Per Carton
2018-04-06,NorthWest,WHITE EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,3.99,3.99,3.99,9,Per Carton
2018-04-06,NorthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,1.99,1.99,1.99,20,Per Carton
2018-04-06,NorthWest,WHITE LARGE,Conventional,,AA,0.99,0.99,0.99,174,Per Carton
2018-04-06,SouthCentral,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.36,2.33,2.68,533,Per Carton
2018-04-06,SouthCentral,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,3.99,3.99,1,Per Carton
2018-04-06,SouthCentral,BROWN LARGE,USDA Organic,,No Grade,3.97,3.49,4.49,387,Per Carton
2018-04-06,SouthCentral,"LIQUID EGG, SMALL CARTON",Conventional,,,2.17,2.0,3.0,305,Per Carton
2018-04-06,SouthCentral,WHITE LARGE,Conventional,,AA,1.65,0.99,1.77,140,Per Carton
2018-04-06,SouthCentral,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,1.69,1.48,1.99,197,Per Carton
2018-04-06,SouthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.88,2.33,3.99,699,Per Carton
2018-04-06,SouthEast,BROWN LARGE,USDA Organic,,No Grade,3.99,3.49,3.99,1113,Per Carton
2018-04-06,SouthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,3.48,3.48,3.48,215,Per Carton
2018-04-06,SouthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.97,2.99,2.99,218,Per Carton
2018-04-06,SouthEast,WHITE LARGE,Conventional,,AA,1.77,1.77,1.77,4,Per Carton
2018-04-06,SouthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.49,1.99,2.5,1017,Per Carton
2018-04-06,SouthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.64,1.99,3.59,800,Per Carton
2018-04-06,SouthWest,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,3.99,3.99,36,Per Carton
2018-04-06,SouthWest,BROWN LARGE,USDA Organic,,No Grade,3.53,2.99,3.99,373,Per Carton
2018-04-06,SouthWest,"LIQUID EGG, SMALL CARTON",Conventional,,,2.55,2.0,3.79,111,Per Carton
2018-04-06,SouthWest,WHITE EXTRA LARGE,USDA Organic,,No Grade,2.89,2.89,2.89,34,Per Carton
2018-04-06,SouthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,3.5,3.5,3.5,9,Per Carton
2018-04-06,SouthWest,WHITE LARGE,Conventional,,AA,1.78,0.99,1.79,207,Per Carton
2018-04-06,SouthWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,4.02,1.99,4.49,327,Per Carton
2018-04-06,SouthWest,WHITE MEDIUM,Conventional,,AA,2.0,2.0,2.0,5,Per Carton
2018-04-13,Alaska,WHITE LARGE,Conventional,,AA,1.79,1.79,1.79,21,Per Carton
2018-04-13,Hawaii,"LIQUID EGG, SMALL CARTON",Conventional,,,3.0,3.0,3.0,24,Per Carton
2018-04-13,Hawaii,WHITE EXTRA LARGE,Conventional,,A,4.59,4.59,4.59,3,Per Carton
2018-04-13,Hawaii,WHITE LARGE,Conventional,,AA,1.5,1.5,1.5,27,Per Carton
2018-04-13,MidWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.5,2.39,3.29,729,Per Carton
2018-04-13,MidWest,BROWN LARGE,USDA Organic,,No Grade,4.11,2.59,4.69,18,Per Carton
2018-04-13,MidWest,"LIQUID EGG, LARGE CARTON",Conventional,,,4.69,4.69,4.69,8,Per Carton
2018-04-13,MidWest,"LIQUID EGG, SMALL CARTON",Conventional,,,2.79,2.0,2.99,30,Per Carton
2018-04-13,MidWest,WHITE EXTRA LARGE,Conventional,,AA,1.79,1.79,1.79,6,Per Carton
2018-04-13,MidWest,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.1,1.79,2.5,16,Per Carton
2018-04-13,MidWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.59,2.49,3.0,157,Per Carton
2018-04-13,MidWest,WHITE LARGE,Conventional,,A,1.55,0.47,1.89,169,Per Carton
2018-04-13,MidWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.09,2.0,2.9,63,Per Carton
2018-04-13,National,BROWN EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,,,18,Per Carton
2018-04-13,National,BROWN EXTRA LARGE,Conventional,,A,3.99,,,8,Per Carton
2018-04-13,National,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.77,,,2676,Per Carton
2018-04-13,National,BROWN LARGE,Conventional,,AA,2.09,,,21,Per Carton
2018-04-13,National,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.71,,,143,Per Carton
2018-04-13,National,BROWN LARGE,USDA Organic,,No Grade,4.04,,,1154,Per Carton
2018-04-13,National,BROWN LARGE,Vegatarian-Fed,,No Grade,2.75,,,66,Per Carton
2018-04-13,National,"LIQUID EGG, LARGE CARTON",Conventional,,,5.02,,,1251,Per Carton
2018-04-13,National,"LIQUID EGG, SMALL CARTON",Conventional,,,2.84,,,526,Per Carton
2018-04-13,National,WHITE EXTRA LARGE,Conventional,,AA,1.79,,,6,Per Carton
2018-04-13,National,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.62,,,62,Per Carton
2018-04-13,National,WHITE EXTRA LARGE,USDA Organic,,No Grade,4.99,,,11,Per Carton
2018-04-13,National,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.3,,,497,Per Carton
2018-04-13,National,WHITE LARGE,Conventional,,AA,1.65,,,1119,Per Carton
2018-04-13,National,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.48,,,808,Per Carton
2018-04-13,National,WHITE LARGE,USDA Organic,,No Grade,4.03,,,184,Per Carton
2018-04-13,NorthEast,BROWN EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,2.99,2.99,18,Per Carton
2018-04-13,NorthEast,BROWN EXTRA LARGE,Conventional,,A,3.99,3.99,3.99,8,Per Carton
2018-04-13,NorthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.16,1.99,3.29,275,Per Carton
2018-04-13,NorthEast,BROWN LARGE,Conventional,,A,2.99,2.99,2.99,170,Per Carton
2018-04-13,NorthEast,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.79,3.79,3.79,137,Per Carton
2018-04-13,NorthEast,BROWN LARGE,USDA Organic,,No Grade,4.08,2.99,4.99,652,Per Carton
2018-04-13,NorthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,2.5,2.5,2.5,33,Per Carton
2018-04-13,NorthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,5.21,4.99,7.49,160,Per Carton
2018-04-13,NorthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.72,2.5,2.99,306,Per Carton
2018-04-13,NorthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.49,3.49,3.49,18,Per Carton
2018-04-13,NorthEast,WHITE EXTRA LARGE,USDA Organic,,No Grade,4.99,4.99,4.99,11,Per Carton
2018-04-13,NorthEast,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.46,2.0,2.99,124,Per Carton
2018-04-13,NorthEast,WHITE LARGE,Conventional,,AA,1.5,1.5,1.5,84,Per Carton
2018-04-13,NorthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.5,2.0,2.5,552,Per Carton
2018-04-13,NorthEast,WHITE LARGE,USDA Organic,,No Grade,4.03,3.49,4.99,183,Per Carton
2018-04-13,NorthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.91,2.5,2.99,204,Per Carton
2018-04-13,NorthWest,BROWN LARGE,Conventional,,AA,1.79,1.79,1.79,12,Per Carton
2018-04-13,NorthWest,BROWN LARGE,USDA Organic,,No Grade,3.87,3.69,3.99,50,Per Carton
2018-04-13,NorthWest,"LIQUID EGG, SMALL CARTON",Conventional,,,3.41,,3.49,15,Per Carton
2018-04-13,NorthWest,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.5,2.5,2.5,8,Per Carton
2018-04-13,NorthWest,WHITE LARGE,Conventional,,AA,1.5,1.5,1.5,289,Per Carton
2018-04-13,NorthWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.33,2.0,2.99,91,Per Carton
2018-04-13,SouthCentral,BROWN EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,1.99,1.99,1.99,6,Per Carton
2018-04-13,SouthCentral,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.61,2.49,3.0,510,Per Carton
2018-04-13,SouthCentral,BROWN LARGE,Conventional,,A,2.99,2.99,2.99,15,Per Carton
2018-04-13,SouthCentral,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,1.99,1.99,1.99,6,Per Carton
2018-04-13,SouthCentral,"LIQUID EGG, SMALL CARTON",Conventional,,,3.0,3.0,3.0,118,Per Carton
2018-04-13,SouthCentral,WHITE LARGE,Conventional,,AA,1.5,1.5,1.5,114,Per Carton
2018-04-13,SouthCentral,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.45,2.33,2.99,69,Per Carton
2018-04-13,SouthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.53,2.5,3.29,493,Per Carton
2018-04-13,SouthEast,BROWN LARGE,USDA Organic,,No Grade,3.98,3.98,3.99,282,Per Carton
2018-04-13,SouthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,3.0,3.0,3.0,33,Per Carton
2018-04-13,SouthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,4.99,4.99,4.99,1083,Per Carton
2018-04-13,SouthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,3.0,3.0,3.0,33,Per Carton
2018-04-13,SouthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.29,2.29,2.29,20,Per Carton
2018-04-13,SouthEast,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.0,2.0,2.49,216,Per Carton
2018-04-13,SouthEast,WHITE LARGE,Conventional,,AA,1.5,1.5,1.5,42,Per Carton
2018-04-13,SouthEast,WHITE LARGE,USDA Organic,,No Grade,3.99,3.99,3.99,1,Per Carton
2018-04-13,SouthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.3,2.5,3.99,465,Per Carton
2018-04-13,SouthWest,BROWN LARGE,Conventional,,AA,2.5,2.5,2.5,9,Per Carton
2018-04-13,SouthWest,BROWN LARGE,USDA Organic,,No Grade,3.99,3.99,3.99,152,Per Carton
2018-04-13,SouthWest,WHITE LARGE,Conventional,,AA,1.79,1.39,2.49,542,Per Carton
2018-04-13,SouthWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.39,2.66,3.99,33,Per Carton
