report_date,class,period,volume
2019-06-03,Yield W/O Inedible,Current Week,0.0
2019-06-03,Yield W/O Inedible,Last Year,0.0
2019-06-03,Yield W/O Inedible,Previous Month Total,0.0
2019-06-03,Yield W/O Inedible,Prior Week,0.0
2019-06-03,Yield With Inedible,Previous Month Total,0.0
2019-06-03,Yield with Inedible,2018 Year to date,0.0
2019-06-03,Yield with Inedible,2019 Year to date,0.0
2019-06-03,Yield with Inedible,Current Week,0.0
2019-06-03,Yield with Inedible,Last Year,0.0
2019-06-03,Yield with Inedible,Prior Week,0.0
2019-06-10,Cases Broken,2018 Year to date,35926912.0
2019-06-10,Cases Broken,2019 Year to date,37678931.0
2019-06-10,Cases Broken,Current Week,1612927.0
2019-06-10,Cases Broken,LY % Change,0.0
2019-06-10,Cases Broken,Last Year,1632321.0
2019-06-10,Cases Broken,PW % Change,0.0
2019-06-10,Cases Broken,Previous Month Total,8023761.0
2019-06-10,Cases Broken,Prior Week,1686874.0
2019-06-10,Cases Broken,YTD % Change,0.0
2019-06-10,Dried,2018 Year to date,56950.0
2019-06-10,Dried,2019 Year to date,68921.0
2019-06-10,Dried,Current Week,2748.0
2019-06-10,Dried,LY % Change,0.0
2019-06-10,Dried,Last Year,2867.0
2019-06-10,Dried,PW % Change,0.0
2019-06-10,Dried,Previous Month Total,15790.0
2019-06-10,Dried,Prior Week,3051.0
2019-06-10,Dried,YTD % Change,0.0
2019-06-10,Inedible,2018 Year to date,114891.0
2019-06-10,Inedible,2019 Year to date,121041.0
2019-06-10,Inedible,Current Week,5194.0
2019-06-10,Inedible,LY % Change,0.0
2019-06-10,Inedible,Last Year,5011.0
2019-06-10,Inedible,PW % Change,0.0
2019-06-10,Inedible,Previous Month Total,26325.0
2019-06-10,Inedible,Prior Week,5451.0
2019-06-10,Inedible,YTD % Change,0.0
2019-06-10,Inline % of Total Cases Broken,2018 Year to date,0.0
2019-06-10,Inline % of Total Cases Broken,2019 Year to date,0.0
2019-06-10,Inline % of Total Cases Broken,Current Week,0.0
2019-06-10,Inline % of Total Cases Broken,Last Year,0.0
2019-06-10,Inline % of Total Cases Broken,Prior Week,0.0
2019-06-10,Inline % of Total Liquid Whole Egg,2018 Year to date,0.0
2019-06-10,Inline % of Total Liquid Whole Egg,2019 Year to date,0.0
2019-06-10,Inline % of Total Liquid Whole Egg,Current Week,0.0
2019-06-10,Inline % of Total Liquid Whole Egg,Last Year,0.0
2019-06-10,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2019-06-10,Inline Cases Broken,% Change,0.0
2019-06-10,Inline Cases Broken,2018 Year to date,19202578.0
2019-06-10,Inline Cases Broken,2019 Year to date,20634412.0
2019-06-10,Inline Cases Broken,Current Week,923417.0
2019-06-10,Inline Cases Broken,Last Year,834533.0
2019-06-10,Inline Cases Broken,Prior Week,927523.0
2019-06-10,Inline Liquid Whole Egg,% Change,0.0
2019-06-10,Inline Liquid Whole Egg,2018 Year to date,460668.0
2019-06-10,Inline Liquid Whole Egg,2019 Year to date,464156.0
2019-06-10,Inline Liquid Whole Egg,Current Week,20961.0
2019-06-10,Inline Liquid Whole Egg,Last Year,18855.0
2019-06-10,Inline Liquid Whole Egg,Prior Week,21699.0
2019-06-10,Liquid White,2018 Year to date,342825.0
2019-06-10,Liquid White,2019 Year to date,385092.0
2019-06-10,Liquid White,Current Week,15561.0
2019-06-10,Liquid White,LY % Change,0.0
2019-06-10,Liquid White,Last Year,16366.0
2019-06-10,Liquid White,PW % Change,0.0
2019-06-10,Liquid White,Previous Month Total,85270.0
2019-06-10,Liquid White,Prior Week,16693.0
2019-06-10,Liquid White,YTD % Change,0.0
2019-06-10,Liquid Whole,2018 Year to date,878757.0
2019-06-10,Liquid Whole,2019 Year to date,880567.0
2019-06-10,Liquid Whole,Current Week,38307.0
2019-06-10,Liquid Whole,LY % Change,0.0
2019-06-10,Liquid Whole,Last Year,37593.0
2019-06-10,Liquid Whole,PW % Change,0.0
2019-06-10,Liquid Whole,Previous Month Total,183447.0
2019-06-10,Liquid Whole,Prior Week,39926.0
2019-06-10,Liquid Whole,YTD % Change,0.0
2019-06-10,Liquid Yolk,2018 Year to date,172112.0
2019-06-10,Liquid Yolk,2019 Year to date,192805.0
2019-06-10,Liquid Yolk,Current Week,7660.0
2019-06-10,Liquid Yolk,LY % Change,0.0
2019-06-10,Liquid Yolk,Last Year,8171.0
2019-06-10,Liquid Yolk,PW % Change,0.0
2019-06-10,Liquid Yolk,Previous Month Total,42238.0
2019-06-10,Liquid Yolk,Prior Week,8373.0
2019-06-10,Liquid Yolk,YTD % Change,0.0
2019-06-10,Yield W/O Inedible,2018 Year to date,0.0
2019-06-10,Yield W/O Inedible,2019 Year to date,0.0
2019-06-10,Yield W/O Inedible,Current Week,0.0
2019-06-10,Yield W/O Inedible,Last Year,0.0
2019-06-10,Yield W/O Inedible,Previous Month Total,0.0
2019-06-10,Yield W/O Inedible,Prior Week,0.0
2019-06-10,Yield With Inedible,Previous Month Total,0.0
2019-06-10,Yield with Inedible,2018 Year to date,0.0
2019-06-10,Yield with Inedible,2019 Year to date,0.0
2019-06-10,Yield with Inedible,Current Week,0.0
2019-06-10,Yield with Inedible,Last Year,0.0
2019-06-10,Yield with Inedible,Prior Week,0.0
2019-06-17,Cases Broken,2018 Year to date,37528269.0
2019-06-17,Cases Broken,2019 Year to date,39301046.0
2019-06-17,Cases Broken,Current Week,1622115.0
2019-06-17,Cases Broken,LY % Change,0.0
2019-06-17,Cases Broken,Last Year,1601357.0
2019-06-17,Cases Broken,PW % Change,0.0
2019-06-17,Cases Broken,Previous Month Total,8023761.0
2019-06-17,Cases Broken,Prior Week,1612927.0
2019-06-17,Cases Broken,YTD % Change,0.0
2019-06-17,Dried,2018 Year to date,59530.0
2019-06-17,Dried,2019 Year to date,71592.0
2019-06-17,Dried,Current Week,2672.0
2019-06-17,Dried,LY % Change,0.0
2019-06-17,Dried,Last Year,2580.0
2019-06-17,Dried,PW % Change,0.0
2019-06-17,Dried,Previous Month Total,15790.0
2019-06-17,Dried,Prior Week,2748.0
2019-06-17,Dried,YTD % Change,0.0
2019-06-17,Inedible,2018 Year to date,119956.0
2019-06-17,Inedible,2019 Year to date,126236.0
2019-06-17,Inedible,Current Week,5196.0
2019-06-17,Inedible,LY % Change,0.0
2019-06-17,Inedible,Last Year,5065.0
2019-06-17,Inedible,PW % Change,0.0
2019-06-17,Inedible,Previous Month Total,26325.0
2019-06-17,Inedible,Prior Week,5194.0
2019-06-17,Inedible,YTD % Change,0.0
2019-06-17,Inline % of Total Cases Broken,2018 Year to date,0.0
2019-06-17,Inline % of Total Cases Broken,2019 Year to date,0.0
2019-06-17,Inline % of Total Cases Broken,Current Week,0.0
2019-06-17,Inline % of Total Cases Broken,Last Year,0.0
2019-06-17,Inline % of Total Cases Broken,Prior Week,0.0
2019-06-17,Inline % of Total Liquid Whole Egg,2018 Year to date,0.0
2019-06-17,Inline % of Total Liquid Whole Egg,2019 Year to date,0.0
2019-06-17,Inline % of Total Liquid Whole Egg,Current Week,0.0
2019-06-17,Inline % of Total Liquid Whole Egg,Last Year,0.0
2019-06-17,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2019-06-17,Inline Cases Broken,% Change,0.0
2019-06-17,Inline Cases Broken,2018 Year to date,20034894.0
2019-06-17,Inline Cases Broken,2019 Year to date,21556771.0
2019-06-17,Inline Cases Broken,Current Week,922359.0
2019-06-17,Inline Cases Broken,Last Year,832316.0
2019-06-17,Inline Cases Broken,Prior Week,923417.0
2019-06-17,Inline Liquid Whole Egg,% Change,0.0
2019-06-17,Inline Liquid Whole Egg,2018 Year to date,479111.0
2019-06-17,Inline Liquid Whole Egg,2019 Year to date,484921.0
2019-06-17,Inline Liquid Whole Egg,Current Week,20765.0
2019-06-17,Inline Liquid Whole Egg,Last Year,18443.0
2019-06-17,Inline Liquid Whole Egg,Prior Week,20961.0
2019-06-17,Liquid White,2018 Year to date,359679.0
2019-06-17,Liquid White,2019 Year to date,401570.0
2019-06-17,Liquid White,Current Week,16478.0
2019-06-17,Liquid White,LY % Change,0.0
2019-06-17,Liquid White,Last Year,16854.0
2019-06-17,Liquid White,PW % Change,0.0
2019-06-17,Liquid White,Previous Month Total,85270.0
2019-06-17,Liquid White,Prior Week,15561.0
2019-06-17,Liquid White,YTD % Change,0.0
2019-06-17,Liquid Whole,2018 Year to date,914779.0
2019-06-17,Liquid Whole,2019 Year to date,918307.0
2019-06-17,Liquid Whole,Current Week,37740.0
2019-06-17,Liquid Whole,LY % Change,0.0
2019-06-17,Liquid Whole,Last Year,36022.0
2019-06-17,Liquid Whole,PW % Change,0.0
2019-06-17,Liquid Whole,Previous Month Total,183447.0
2019-06-17,Liquid Whole,Prior Week,38307.0
2019-06-17,Liquid Whole,YTD % Change,0.0
2019-06-17,Liquid Yolk,2018 Year to date,180173.0
2019-06-17,Liquid Yolk,2019 Year to date,201108.0
2019-06-17,Liquid Yolk,Current Week,8303.0
2019-06-17,Liquid Yolk,LY % Change,0.0
2019-06-17,Liquid Yolk,Last Year,8061.0
2019-06-17,Liquid Yolk,PW % Change,0.0
2019-06-17,Liquid Yolk,Previous Month Total,42238.0
2019-06-17,Liquid Yolk,Prior Week,7660.0
2019-06-17,Liquid Yolk,YTD % Change,0.0
2019-06-17,Yield W/O Inedible,2018 Year to date,0.0
2019-06-17,Yield W/O Inedible,2019 Year to date,0.0
2019-06-17,Yield W/O Inedible,Current Week,0.0
2019-06-17,Yield W/O Inedible,Last Year,0.0
2019-06-17,Yield W/O Inedible,Previous Month Total,0.0
2019-06-17,Yield W/O Inedible,Prior Week,0.0
2019-06-17,Yield With Inedible,Previous Month Total,0.0
2019-06-17,Yield with Inedible,2018 Year to date,0.0
2019-06-17,Yield with Inedible,2019 Year to date,0.0
2019-06-17,Yield with Inedible,Current Week,0.0
2019-06-17,Yield with Inedible,Last Year,0.0
2019-06-17,Yield with Inedible,Prior Week,0.0
2019-06-24,Cases Broken,2018 Year to date,39103006.0
2019-06-24,Cases Broken,2019 Year to date,40909197.0
2019-06-24,Cases Broken,Current Week,1608151.0
2019-06-24,Cases Broken,LY % Change,0.0
2019-06-24,Cases Broken,Last Year,1574737.0
2019-06-24,Cases Broken,PW % Change,0.0
2019-06-24,Cases Broken,Previous Month Total,8023761.0
2019-06-24,Cases Broken,Prior Week,1622115.0
2019-06-24,Cases Broken,YTD % Change,0.0
2019-06-24,Dried,2018 Year to date,62565.0
2019-06-24,Dried,2019 Year to date,74995.0
2019-06-24,Dried,Current Week,3402.0
2019-06-24,Dried,LY % Change,0.0
2019-06-24,Dried,Last Year,3035.0
2019-06-24,Dried,PW % Change,0.0
2019-06-24,Dried,Previous Month Total,15790.0
2019-06-24,Dried,Prior Week,2672.0
2019-06-24,Dried,YTD % Change,0.0
2019-06-24,Inedible,2018 Year to date,125026.0
2019-06-24,Inedible,2019 Year to date,131220.0
2019-06-24,Inedible,Current Week,4984.0
2019-06-24,Inedible,LY % Change,0.0
2019-06-24,Inedible,Last Year,5070.0
2019-06-24,Inedible,PW % Change,0.0
2019-06-24,Inedible,Previous Month Total,26325.0
2019-06-24,Inedible,Prior Week,5196.0
2019-06-24,Inedible,YTD % Change,0.0
2019-06-24,Inline % of Total Cases Broken,2018 Year to date,0.0
2019-06-24,Inline % of Total Cases Broken,2019 Year to date,0.0
2019-06-24,Inline % of Total Cases Broken,Current Week,0.0
2019-06-24,Inline % of Total Cases Broken,Last Year,0.0
2019-06-24,Inline % of Total Cases Broken,Prior Week,0.0
2019-06-24,Inline % of Total Liquid Whole Egg,2018 Year to date,0.0
2019-06-24,Inline % of Total Liquid Whole Egg,2019 Year to date,0.0
2019-06-24,Inline % of Total Liquid Whole Egg,Current Week,0.0
2019-06-24,Inline % of Total Liquid Whole Egg,Last Year,0.0
2019-06-24,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2019-06-24,Inline Cases Broken,% Change,0.0
2019-06-24,Inline Cases Broken,2018 Year to date,20869256.0
2019-06-24,Inline Cases Broken,2019 Year to date,22484999.0
2019-06-24,Inline Cases Broken,Current Week,928228.0
2019-06-24,Inline Cases Broken,Last Year,834362.0
2019-06-24,Inline Cases Broken,Prior Week,922359.0
2019-06-24,Inline Liquid Whole Egg,% Change,0.0
2019-06-24,Inline Liquid Whole Egg,2018 Year to date,497389.0
2019-06-24,Inline Liquid Whole Egg,2019 Year to date,505208.0
2019-06-24,Inline Liquid Whole Egg,Current Week,20287.0
2019-06-24,Inline Liquid Whole Egg,Last Year,18278.0
2019-06-24,Inline Liquid Whole Egg,Prior Week,20765.0
2019-06-24,Liquid White,2018 Year to date,377052.0
2019-06-24,Liquid White,2019 Year to date,418162.0
2019-06-24,Liquid White,Current Week,16592.0
2019-06-24,Liquid White,LY % Change,0.0
2019-06-24,Liquid White,Last Year,17373.0
2019-06-24,Liquid White,PW % Change,0.0
2019-06-24,Liquid White,Previous Month Total,85270.0
2019-06-24,Liquid White,Prior Week,16478.0
2019-06-24,Liquid White,YTD % Change,0.0
2019-06-24,Liquid Whole,2018 Year to date,949748.0
2019-06-24,Liquid Whole,2019 Year to date,954398.0
2019-06-24,Liquid Whole,Current Week,36092.0
2019-06-24,Liquid Whole,LY % Change,0.0
2019-06-24,Liquid Whole,Last Year,34969.0
2019-06-24,Liquid Whole,PW % Change,0.0
2019-06-24,Liquid Whole,Previous Month Total,183447.0
2019-06-24,Liquid Whole,Prior Week,37740.0
2019-06-24,Liquid Whole,YTD % Change,0.0
2019-06-24,Liquid Yolk,2018 Year to date,188468.0
2019-06-24,Liquid Yolk,2019 Year to date,209492.0
2019-06-24,Liquid Yolk,Current Week,8385.0
2019-06-24,Liquid Yolk,LY % Change,0.0
2019-06-24,Liquid Yolk,Last Year,8295.0
2019-06-24,Liquid Yolk,PW % Change,0.0
2019-06-24,Liquid Yolk,Previous Month Total,42238.0
2019-06-24,Liquid Yolk,Prior Week,8303.0
2019-06-24,Liquid Yolk,YTD % Change,0.0
2019-06-24,Yield W/O Inedible,2018 Year to date,0.0
2019-06-24,Yield W/O Inedible,2019 Year to date,0.0
2019-06-24,Yield W/O Inedible,Current Week,0.0
2019-06-24,Yield W/O Inedible,Last Year,0.0
2019-06-24,Yield W/O Inedible,Previous Month Total,0.0
2019-06-24,Yield W/O Inedible,Prior Week,0.0
2019-06-24,Yield With Inedible,Previous Month Total,0.0
2019-06-24,Yield with Inedible,2018 Year to date,0.0
2019-06-24,Yield with Inedible,2019 Year to date,0.0
2019-06-24,Yield with Inedible,Current Week,0.0
2019-06-24,Yield with Inedible,Last Year,0.0
2019-06-24,Yield with Inedible,Prior Week,0.0
2019-07-01,Cases Broken,2018 Year to date,40573206.0
2019-07-01,Cases Broken,2019 Year to date,42389138.0
2019-07-01,Cases Broken,Current Week,1479941.0
2019-07-01,Cases Broken,LY % Change,0.0
2019-07-01,Cases Broken,Last Year,1470200.0
2019-07-01,Cases Broken,PW % Change,0.0
2019-07-01,Cases Broken,Previous Month Total,6530067.0
2019-07-01,Cases Broken,Prior Week,1608151.0
2019-07-01,Cases Broken,YTD % Change,0.0
2019-07-01,Dried,2018 Year to date,65238.0
2019-07-01,Dried,2019 Year to date,78243.0
2019-07-01,Dried,Current Week,3249.0
2019-07-01,Dried,LY % Change,0.0
2019-07-01,Dried,Last Year,2673.0
2019-07-01,Dried,PW % Change,0.0
2019-07-01,Dried,Previous Month Total,11873.0
2019-07-01,Dried,Prior Week,3402.0
2019-07-01,Dried,YTD % Change,0.0
2019-07-01,Inedible,2018 Year to date,129572.0
2019-07-01,Inedible,2019 Year to date,135946.0
2019-07-01,Inedible,Current Week,4727.0
2019-07-01,Inedible,LY % Change,0.0
2019-07-01,Inedible,Last Year,4546.0
2019-07-01,Inedible,PW % Change,0.0
2019-07-01,Inedible,Previous Month Total,20824.0
2019-07-01,Inedible,Prior Week,4984.0
2019-07-01,Inedible,YTD % Change,0.0
2019-07-01,Inline % of Total Cases Broken,2018 Year to date,0.0
2019-07-01,Inline % of Total Cases Broken,2019 Year to date,0.0
2019-07-01,Inline % of Total Cases Broken,Current Week,0.0
2019-07-01,Inline % of Total Cases Broken,Last Year,0.0
2019-07-01,Inline % of Total Cases Broken,Prior Week,0.0
2019-07-01,Inline % of Total Liquid Whole Egg,2018 Year to date,0.0
2019-07-01,Inline % of Total Liquid Whole Egg,2019 Year to date,0.0
2019-07-01,Inline % of Total Liquid Whole Egg,Current Week,0.0
2019-07-01,Inline % of Total Liquid Whole Egg,Last Year,0.0
2019-07-01,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2019-07-01,Inline Cases Broken,% Change,0.0
2019-07-01,Inline Cases Broken,2018 Year to date,21679229.0
2019-07-01,Inline Cases Broken,2019 Year to date,23388770.0
2019-07-01,Inline Cases Broken,Current Week,903771.0
2019-07-01,Inline Cases Broken,Last Year,809973.0
2019-07-01,Inline Cases Broken,Prior Week,928228.0
2019-07-01,Inline Liquid Whole Egg,% Change,0.0
2019-07-01,Inline Liquid Whole Egg,2018 Year to date,515297.0
2019-07-01,Inline Liquid Whole Egg,2019 Year to date,524662.0
2019-07-01,Inline Liquid Whole Egg,Current Week,19454.0
2019-07-01,Inline Liquid Whole Egg,Last Year,17908.0
2019-07-01,Inline Liquid Whole Egg,Prior Week,20287.0
2019-07-01,Liquid White,2018 Year to date,392076.0
2019-07-01,Liquid White,2019 Year to date,432326.0
2019-07-01,Liquid White,Current Week,14164.0
2019-07-01,Liquid White,LY % Change,0.0
2019-07-01,Liquid White,Last Year,15024.0
2019-07-01,Liquid White,PW % Change,0.0
2019-07-01,Liquid White,Previous Month Total,65323.0
2019-07-01,Liquid White,Prior Week,16592.0
2019-07-01,Liquid White,YTD % Change,0.0
2019-07-01,Liquid Whole,2018 Year to date,983516.0
2019-07-01,Liquid Whole,2019 Year to date,988342.0
2019-07-01,Liquid Whole,Current Week,33943.0
2019-07-01,Liquid Whole,LY % Change,0.0
2019-07-01,Liquid Whole,Last Year,33768.0
2019-07-01,Liquid Whole,PW % Change,0.0
2019-07-01,Liquid Whole,Previous Month Total,152064.0
2019-07-01,Liquid Whole,Prior Week,36092.0
2019-07-01,Liquid Whole,YTD % Change,0.0
2019-07-01,Liquid Yolk,2018 Year to date,195658.0
2019-07-01,Liquid Yolk,2019 Year to date,217547.0
2019-07-01,Liquid Yolk,Current Week,8055.0
2019-07-01,Liquid Yolk,LY % Change,0.0
2019-07-01,Liquid Yolk,Last Year,7190.0
2019-07-01,Liquid Yolk,PW % Change,0.0
2019-07-01,Liquid Yolk,Previous Month Total,32721.0
2019-07-01,Liquid Yolk,Prior Week,8385.0
2019-07-01,Liquid Yolk,YTD % Change,0.0
2019-07-01,Yield W/O Inedible,2018 Year to date,0.0
2019-07-01,Yield W/O Inedible,2019 Year to date,0.0
2019-07-01,Yield W/O Inedible,Current Week,0.0
2019-07-01,Yield W/O Inedible,Last Year,0.0
2019-07-01,Yield W/O Inedible,Previous Month Total,0.0
2019-07-01,Yield W/O Inedible,Prior Week,0.0
2019-07-01,Yield With Inedible,Previous Month Total,0.0
2019-07-01,Yield with Inedible,2018 Year to date,0.0
2019-07-01,Yield with Inedible,2019 Year to date,0.0
2019-07-01,Yield with Inedible,Current Week,0.0
2019-07-01,Yield with Inedible,Last Year,0.0
2019-07-01,Yield with Inedible,Prior Week,0.0
2019-07-08,Cases Broken,2018 Year to date,42148407.0
2019-07-08,Cases Broken,2019 Year to date,44001753.0
2019-07-08,Cases Broken,Current Week,1612615.0
2019-07-08,Cases Broken,LY % Change,0.0
2019-07-08,Cases Broken,Last Year,1575201.0
2019-07-08,Cases Broken,PW % Change,0.0
2019-07-08,Cases Broken,Previous Month Total,6530067.0
2019-07-08,Cases Broken,Prior Week,1479941.0
2019-07-08,Cases Broken,YTD % Change,0.0
2019-07-08,Dried,2018 Year to date,67772.0
2019-07-08,Dried,2019 Year to date,81376.0
2019-07-08,Dried,Current Week,3133.0
2019-07-08,Dried,LY % Change,0.0
2019-07-08,Dried,Last Year,2534.0
2019-07-08,Dried,PW % Change,0.0
2019-07-08,Dried,Previous Month Total,11873.0
2019-07-08,Dried,Prior Week,3249.0
2019-07-08,Dried,YTD % Change,0.0
2019-07-08,Inedible,2018 Year to date,134745.0
2019-07-08,Inedible,2019 Year to date,141243.0
2019-07-08,Inedible,Current Week,5297.0
2019-07-08,Inedible,LY % Change,0.0
2019-07-08,Inedible,Last Year,5173.0
2019-07-08,Inedible,PW % Change,0.0
2019-07-08,Inedible,Previous Month Total,20824.0
2019-07-08,Inedible,Prior Week,4727.0
2019-07-08,Inedible,YTD % Change,0.0
2019-07-08,Inline % of Total Cases Broken,2018 Year to date,0.0
2019-07-08,Inline % of Total Cases Broken,2019 Year to date,0.0
2019-07-08,Inline % of Total Cases Broken,Current Week,0.0
2019-07-08,Inline % of Total Cases Broken,Last Year,0.0
2019-07-08,Inline % of Total Cases Broken,Prior Week,0.0
2019-07-08,Inline % of Total Liquid Whole Egg,2018 Year to date,0.0
2019-07-08,Inline % of Total Liquid Whole Egg,2019 Year to date,0.0
2019-07-08,Inline % of Total Liquid Whole Egg,Current Week,0.0
2019-07-08,Inline % of Total Liquid Whole Egg,Last Year,0.0
2019-07-08,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2019-07-08,Inline Cases Broken,% Change,0.0
2019-07-08,Inline Cases Broken,2018 Year to date,22484825.0
2019-07-08,Inline Cases Broken,2019 Year to date,24298771.0
2019-07-08,Inline Cases Broken,Current Week,910001.0
2019-07-08,Inline Cases Broken,Last Year,805596.0
2019-07-08,Inline Cases Broken,Prior Week,903771.0
