confirmation_date,state,county,flock_type,species,flock_size
2022-08-26,California,Tuolumne,Commercial Turkey Meat Bird,,161700
2022-08-26,Washington,Cowlitz,WOAH Non-Poultry,,20
2022-08-29,Virginia,Caroline,WOAH Non-Poultry,,110
2022-08-30,California,Tuolumne,Commercial Turkey Meat Bird,,91000
2022-08-30,California,Sacramento,Commercial Turkey Meat Bird,,97000
2022-08-30,California,Tuolumne,Commercial Turkey Meat Bird,,7400
2022-08-30,Minnesota,Meeker,Commercial Turkey Meat Bird,,126400
2022-08-30,Minnesota,Meeker,Commercial Turkey Meat Bird,,52000
2022-09-01,California,Fresno,Commercial Broiler Breeder,,22900
2022-09-01,California,Tuolumne,Commercial Turkey Meat Bird,,30800
2022-09-01,California,Sacramento,WOAH Non-Poultry,,20
2022-09-01,Indiana,Elkhart,WOAH Poultry,,260
2022-09-01,Minnesota,Hennepin,WOAH Non-Poultry,,10
2022-09-01,North Dakota,Cass,WOAH Non-Poultry,,6
2022-09-02,Wisconsin,Washington,WOAH Poultry,,120
2022-09-03,Ohio,Defiance,Commercial Table Egg Layer,,3748500
2022-09-03,Ohio,Ashland,WOAH Non-Poultry,,640
2022-09-07,Minnesota,Morrison,Commercial Turkey Meat Bird,,50200
2022-09-08,Minnesota,Meeker,Commercial Turkey Meat Bird,,34200
2022-09-09,California,Fresno,Commercial Broiler Breeder,,23900
2022-09-09,California,El Dorado,WOAH Non-Poultry,,150
2022-09-09,Minnesota,Becker,Commercial Turkey Breeder Hens,,17100
2022-09-12,Idaho,Twin Falls,WOAH Non-Poultry,,40
2022-09-13,Michigan,Ingham,WOAH Poultry,,20
2022-09-13,Minnesota,Stearns,Commercial Turkey Meat Bird,,69400
2022-09-13,Minnesota,Brown,Commercial Turkey Meat Bird,,43700
2022-09-13,Minnesota,Freeborn,WOAH Non-Poultry,,320
2022-09-13,Utah,Sanpete,Commercial Turkey Meat Bird,,5800
2022-09-14,Minnesota,Otter Tail,Commercial Turkey Breeder Hens,,7900
2022-09-14,Minnesota,Meeker,Commercial Turkey Meat Bird,,61400
2022-09-14,Minnesota,Isanti,WOAH Non-Poultry,,4
2022-09-14,Ohio,Allen,WOAH Non-Poultry,,2
2022-09-14,Ohio,Williams,WOAH Non-Poultry,,60
2022-09-15,California,Fresno,Commercial Broiler Breeder,,15900
2022-09-15,Massachusetts,Bristol,WOAH Non-Poultry,,50
2022-09-15,Montana,Teton,WOAH Poultry,,2800
2022-09-15,Ohio,Summit,WOAH Non-Poultry,,6
2022-09-15,Tennessee,Obion,WOAH Poultry,,130
2022-09-16,Washington,Pierce,WOAH Non-Poultry,,30
2022-09-19,Michigan,Macomb,WOAH Non-Poultry,,40
2022-09-19,Nebraska,Dawes,WOAH Non-Poultry,,40
2022-09-20,California,Fresno,WOAH Non-Poultry,,100
2022-09-20,Minnesota,Brown,Commercial Turkey Meat Bird,,43000
2022-09-20,Minnesota,Stearns,Commercial Turkey Meat Bird,,64600
2022-09-20,Pennsylvania,Washington,WOAH Poultry,,1800
2022-09-20,South Dakota,Clark,Commercial Turkey Meat Bird,,41700
2022-09-20,South Dakota,Clark,Commercial Turkey Meat Bird,,23900
2022-09-20,Utah,Sanpete,Commercial Turkey Meat Bird,,73200
2022-09-21,Colorado,Weld,Commercial Table Egg Layer,,1150000
2022-09-21,Idaho,Gooding,Commercial Upland Gamebird Producer,,9000
2022-09-21,Minnesota,Otter Tail,Commercial Turkey Meat Bird,,5900
2022-09-21,Minnesota,Roseau,Commercial Turkey Meat Bird,,116000
2022-09-21,Utah,Sanpete,Commercial Turkey Meat Bird,,11100
2022-09-22,Maryland,Anne Arundel,WOAH Non-Poultry,,4
2022-09-22,Minnesota,Todd,WOAH Non-Poultry,,50
2022-09-22,North Dakota,Ward,WOAH Poultry,,60
2022-09-22,South Dakota,Kingsbury,WOAH Non-Poultry,,250
2022-09-23,New Hampshire,Merrimack,WOAH Poultry,,250
2022-09-24,Delaware,Kent,WOAH Non-Poultry,,10
2022-09-24,Delaware,Kent,WOAH Non-Poultry,,30
2022-09-24,South Dakota,Mcpherson,Commercial Turkey Meat Bird,,56900
2022-09-24,Texas,Dallas,WOAH Non-Poultry,,60
2022-09-27,Minnesota,Goodhue,WOAH Non-Poultry,,80
2022-09-27,North Dakota,Ransom,Commercial Turkey Meat Bird,,69100
2022-09-27,Utah,Sanpete,Commercial Turkey Meat Bird,,127200
2022-09-27,Utah,Sanpete,Commercial Turkey Meat Bird,,36700
2022-09-28,Oregon,Tillamook,WOAH Non-Poultry,,10
2022-09-28,Oregon,Tillamook,WOAH Non-Poultry,,40
2022-09-28,Utah,Sanpete,Commercial Turkey Meat Bird,,24400
2022-09-28,Wisconsin,Racine,Commercial Duck Meat Bird,,10000
2022-09-29,Colorado,Mesa,WOAH Non-Poultry,,40
2022-09-29,Pennsylvania,York,Commercial Turkey Meat Bird,,25900
2022-09-29,Pennsylvania,Lancaster,WOAH Non-Poultry,,180
2022-09-29,Utah,Sanpete,Commercial Turkey Meat Bird,,19900
2022-09-29,Utah,Sanpete,Commercial Turkey Meat Bird,,19300
2022-09-29,Wisconsin,Dunn,Commercial Turkey Meat Bird,,79500
2022-09-30,North Dakota,Nelson,WOAH Non-Poultry,,50
2022-09-30,Oregon,Douglas,WOAH Non-Poultry,,30
2022-10-03,California,Stanislaus,Commercial Turkey Meat Bird,,51000
2022-10-03,California,Calaveras,WOAH Non-Poultry,,20
2022-10-03,Michigan,Tuscola,WOAH Poultry,,140
2022-10-03,Ohio,Portage,WOAH Non-Poultry,,50
2022-10-03,Utah,Cache,WOAH Non-Poultry,,320
2022-10-04,California,Monterey,Commercial Duck Breeder,,15100
2022-10-04,California,Del Norte,WOAH Poultry,,43000
2022-10-04,Nebraska,York,Commercial Upland Gamebird Producer,,139500
2022-10-04,Nebraska,Box Butte,WOAH Non-Poultry,,100
2022-10-04,New Mexico,Bernalillo,WOAH Non-Poultry,,40
2022-10-04,Pennsylvania,Westmoreland,WOAH Non-Poultry,,160
2022-10-05,Alaska,Matanuska Susitna,WOAH Non-Poultry,,40
2022-10-05,Alaska,Matanuska Susitna,WOAH Poultry,,10
2022-10-05,Connecticut,New Haven,WOAH Non-Poultry,,50
2022-10-05,Montana,Glacier,WOAH Non-Poultry,,1100
2022-10-05,Pennsylvania,Berks,WOAH Non-Poultry,,10
2022-10-05,Pennsylvania,Monroe,WOAH Non-Poultry,,40
2022-10-06,Kentucky,Fayette,WOAH Poultry,,150
2022-10-06,South Dakota,Brule,Commercial Upland Gamebird Producer,,500
2022-10-06,Virginia,Hampton City,WOAH Non-Poultry,,40
2022-10-07,Arkansas,Madison,Commercial Broiler Breeder Pullets,,56000
2022-10-07,Colorado,Boulder,WOAH Poultry,,600
2022-10-07,Kansas,Johnson,WOAH Poultry,,6
2022-10-07,Kansas,Neosho,WOAH Poultry,,2000
2022-10-07,Michigan,Lapeer,WOAH Poultry,,100
2022-10-07,Minnesota,Pope,WOAH Non-Poultry,,30
2022-10-07,Utah,Sanpete,Commercial Turkey Meat Bird,,38900
2022-10-07,Utah,Sanpete,Commercial Turkey Meat Bird,,26700
2022-10-11,Florida,Martin,WOAH Non-Poultry,,50
2022-10-11,Florida,Broward,WOAH Non-Poultry,,40
2022-10-11,Kentucky,Logan,WOAH Non-Poultry,,190
2022-10-11,Michigan,Lapeer,WOAH Poultry,,40
2022-10-11,Pennsylvania,Adams,WOAH Poultry,,2800
2022-10-11,South Dakota,Gregory,Commercial Upland Gamebird Producer,,200
2022-10-12,Colorado,Weld,WOAH Non-Poultry,,40
2022-10-12,Michigan,Genesee,WOAH Non-Poultry,,20
2022-10-12,South Dakota,Beadle,Commercial Turkey Meat Bird,,71400
2022-10-12,South Dakota,Hamlin,WOAH Non-Poultry,,20
2022-10-12,Utah,Sanpete,Commercial Turkey Meat Bird,,52800
2022-10-12,Wyoming,Fremont,WOAH Non-Poultry,,30
2022-10-13,California,Stanislaus,Commercial Turkey Meat Bird,,54900
2022-10-13,New Jersey,Warren,WOAH Non-Poultry,,6
2022-10-13,Utah,Sanpete,Commercial Turkey Meat Bird,,100000
2022-10-13,Wisconsin,Saint Croix,WOAH Non-Poultry,,20
2022-10-14,Alaska,Matanuska Susitna,WOAH Poultry,,1000
2022-10-14,Arkansas,Pope,WOAH Non-Poultry,,470
2022-10-14,Colorado,Larimer,WOAH Non-Poultry,,20
2022-10-14,Colorado,La Plata,WOAH Non-Poultry,,40
2022-10-14,Florida,Broward,WOAH Poultry,,300
2022-10-14,Oklahoma,Tulsa,WOAH Non-Poultry,,30
2022-10-17,Nevada,Nye,WOAH Poultry,,1600
2022-10-17,Pennsylvania,Adams,Commercial Turkey Meat Bird,,15100
2022-10-18,Florida,Osceola,WOAH Non-Poultry,,20
2022-10-18,Florida,St. Lucie,WOAH Non-Poultry,,6
2022-10-18,Florida,Indian River,WOAH Non-Poultry,,300
2022-10-18,Missouri,Jackson,WOAH Non-Poultry,,40
2022-10-18,Nebraska,York,Commercial Upland Gamebird Producer,,34900
2022-10-18,North Dakota,Traill,WOAH Non-Poultry,,90
2022-10-18,Utah,Sanpete,Commercial Turkey Meat Bird,,100800
2022-10-19,Kansas,Shawnee,WOAH Poultry,,120
2022-10-19,South Dakota,Roberts,Commercial Breeder Operation,,3600
2022-10-19,Texas,Rockwall,WOAH Non-Poultry,,50
2022-10-19,Utah,Sanpete,Commercial Turkey Meat Bird,,9400
2022-10-20,Colorado,Jefferson,WOAH Poultry,,50
2022-10-20,Florida,Okeechobee,WOAH Non-Poultry,,2
2022-10-20,Florida,Indian River,WOAH Non-Poultry,,60
2022-10-20,Idaho,Valley,WOAH Non-Poultry,,20
2022-10-20,Iowa,Dallas,WOAH Non-Poultry,,50
2022-10-20,Montana,Hill,WOAH Non-Poultry,,60
2022-10-20,Oklahoma,Creek,WOAH Non-Poultry,,50
2022-10-20,Rhode Island,Newport,WOAH Non-Poultry,,60
2022-10-20,South Dakota,Spink,WOAH Non-Poultry,,160
2022-10-20,Virginia,Virginia Beach City,WOAH Non-Poultry,,10
2022-10-21,Minnesota,Itasca,WOAH Non-Poultry,,40
2022-10-21,North Carolina,Wake,WOAH Non-Poultry,,170
2022-10-21,Oklahoma,Cleveland,WOAH Non-Poultry,,30
2022-10-22,New Jersey,Ocean,WOAH Non-Poultry,,90
2022-10-22,Virginia,Southampton,WOAH Non-Poultry,,170
2022-10-25,Florida,Lake,WOAH Non-Poultry,,9
2022-10-25,Florida,Martin,WOAH Non-Poultry,,30
2022-10-25,Florida,Indian River,WOAH Non-Poultry,,30
2022-10-25,Florida,Indian River,WOAH Poultry,,50
2022-10-25,Minnesota,Swift,Commercial Turkey Meat Bird,,33800
2022-10-25,South Dakota,Grant,WOAH Non-Poultry,,50
2022-10-25,Utah,Sanpete,Commercial Turkey Meat Bird,,3900
2022-10-26,Colorado,La Plata,WOAH Non-Poultry,,20
2022-10-26,Florida,Pasco,WOAH Non-Poultry,,40
2022-10-27,Minnesota,Stearns,Commercial Turkey Meat Bird,,75000
2022-10-27,Minnesota,Le Sueur,Commercial Turkey Meat Bird,,20100
2022-10-28,Florida,Hillsborough,WOAH Non-Poultry,,40
2022-10-31,Iowa,Wright,Commercial Table Egg Layer,,1100000
2022-10-31,Minnesota,Swift,Commercial Turkey Meat Bird,,45600
2022-10-31,Tennessee,Tipton,WOAH Non-Poultry,,90
2022-11-01,Minnesota,Stearns,Commercial Turkey Meat Bird,,8500
2022-11-01,Montana,Granite,WOAH Poultry,,40
2022-11-01,New York,Wayne,WOAH Non-Poultry,,10
2022-11-01,Oregon,Deschutes,WOAH Non-Poultry,,8
2022-11-01,South Dakota,Gregory,Commercial Upland Gamebird Producer,,3000
2022-11-02,Arizona,Yavapai,WOAH Non-Poultry,,50
2022-11-02,New Jersey,Bergen,WOAH Non-Poultry,,60
2022-11-02,Pennsylvania,Allegheny,WOAH Non-Poultry,,20
2022-11-02,Wisconsin,Waukesha,WOAH Non-Poultry,,10
2022-11-03,Arizona,Yavapai,WOAH Non-Poultry,,30
2022-11-03,California,San Diego,WOAH Poultry,,150
2022-11-03,Florida,Broward,WOAH Non-Poultry,,70
2022-11-03,Massachusetts,Middlesex,WOAH Non-Poultry,,20
2022-11-03,North Dakota,Bottineau,WOAH Poultry,,130
2022-11-03,Oregon,Yamhill,WOAH Poultry,,150
2022-11-03,Pennsylvania,Lehigh,Commercial Turkey Meat Bird,,28500
2022-11-03,South Carolina,Beaufort,WOAH Non-Poultry,,170
2022-11-03,Wisconsin,Marathon,WOAH Non-Poultry,,30
2022-11-04,Mississippi,Lawrence,Commercial Broiler Breeder,,34400
2022-11-04,New York,Sullivan,WOAH Non-Poultry,,140
2022-11-04,Pennsylvania,Lehigh,Commercial Turkey Meat Bird,,14500
2022-11-04,Pennsylvania,Dauphin,WOAH Non-Poultry,,130
2022-11-06,Iowa,Wright,Commercial Table Egg Layer,,1022800
2022-11-07,Ohio,Butler,WOAH Poultry,,150
2022-11-07,Virginia,Gloucester,WOAH Non-Poultry,,80
2022-11-07,Wisconsin,Jefferson,Commercial Upland Gamebird Producer,,187900
2022-11-07,Wyoming,Converse,WOAH Non-Poultry,,20
2022-11-08,Iowa,Louisa,WOAH Non-Poultry,,20
2022-11-08,Pennsylvania,Lehigh,Commercial Turkey Breeder Hens,,7500
2022-11-08,Pennsylvania,Lehigh,Commercial Turkey Meat Bird,,17400
2022-11-08,Washington,Snohomish,WOAH Non-Poultry,,150
2022-11-10,Michigan,Lapeer,WOAH Poultry,,990
2022-11-10,North Dakota,Mountrail,WOAH Non-Poultry,,40
2022-11-10,North Dakota,Ward,WOAH Poultry,,20
2022-11-10,Pennsylvania,Lehigh,Commercial Turkey Breeder Toms,,160
2022-11-10,Pennsylvania,Lehigh,Commercial Turkey Meat Bird,,18500
2022-11-12,New York,Queens,Live Bird Market,,170
2022-11-14,Mississippi,Lowndes,WOAH Non-Poultry,,8
2022-11-15,Florida,Duval,WOAH Non-Poultry,,30
2022-11-15,Minnesota,Otter Tail,Commercial Turkey Meat Bird,,28200
2022-11-15,Tennessee,Bledsoe,Commercial Broiler Breeder,,20900
2022-11-16,California,Fresno,Commercial Duck Breeder,,34700
2022-11-16,Florida,Hillsborough,WOAH Non-Poultry,,100
2022-11-16,Florida,Seminole,WOAH Poultry,,100
2022-11-17,Florida,Broward,WOAH Non-Poultry,,20
2022-11-17,Pennsylvania,Berks,WOAH Non-Poultry,,30
2022-11-18,North Carolina,Union,WOAH Non-Poultry,,50
2022-11-18,Utah,Utah,WOAH Non-Poultry,,270
2022-11-21,Maine,Washington,WOAH Non-Poultry,,90
2022-11-21,South Dakota,Edmunds,Commercial Turkey Meat Bird,,34400
2022-11-22,Missouri,Webster,WOAH Poultry,,9100
2022-11-22,South Dakota,Beadle,Commercial Turkey Meat Bird,,29200
2022-11-23,Florida,Broward,WOAH Non-Poultry,,10
2022-11-23,Minnesota,Todd,Commercial Turkey Meat Bird,,44500
2022-11-23,Oregon,Columbia,WOAH Non-Poultry,,30
2022-11-23,South Dakota,Faulk,Commercial Turkey Meat Bird,,49900
2022-11-23,South Dakota,Brule,WOAH Non-Poultry,,30
2022-11-23,Tennessee,Davidson,WOAH Non-Poultry,,10
2022-11-25,Alaska,Matanuska Susitna,WOAH Non-Poultry,,40
2022-11-25,Nebraska,Dixon,Commercial Table Egg Layer,,1700000
2022-11-25,North Carolina,Durham,WOAH Non-Poultry,,30
2022-11-25,South Dakota,Beadle,Commercial Turkey Meat Bird,,50700
2022-11-25,South Dakota,Spink,Commercial Turkey Meat Bird,,55500
2022-11-25,South Dakota,Beadle,Commercial Turkey Meat Bird,,67900
2022-11-25,South Dakota,Turner,WOAH Non-Poultry,,210
2022-11-28,Missouri,Webster,Commercial Turkey Meat Bird,,15100
2022-11-28,Utah,Iron,WOAH Poultry,,3000
2022-11-29,Maryland,Washington,Commercial Table Egg Breeder,,24600
2022-11-29,South Dakota,Spink,Commercial Turkey Meat Bird,,32900
2022-11-29,South Dakota,Hanson,Commercial Turkey Meat Bird,,71600
2022-11-30,Illinois,Grundy,WOAH Poultry,,8800
2022-11-30,South Dakota,Charles Mix,Commercial Turkey Meat Bird,,75100
2022-11-30,South Dakota,Hamlin,Commercial Turkey Meat Bird,,50000
2022-12-01,Arkansas,Arkansas,WOAH Non-Poultry,,20
2022-12-01,Missouri,Jackson,WOAH Non-Poultry,,30
2022-12-01,South Dakota,Lake,Commercial Turkey Meat Bird,,78000
2022-12-01,South Dakota,Brookings,WOAH Non-Poultry,,210
2022-12-02,Nebraska,Knox,WOAH Non-Poultry,,10
2022-12-02,North Carolina,Union,WOAH Non-Poultry,,9
2022-12-02,South Dakota,Clark,WOAH Non-Poultry,,40
2022-12-05,Alabama,Lawrence,WOAH Non-Poultry,,460
2022-12-05,Iowa,Buena Vista,Commercial Turkey Meat Bird,,40700
2022-12-05,South Dakota,Charles Mix,Commercial Turkey Meat Bird,,34100
2022-12-05,South Dakota,Clark,Commercial Turkey Meat Bird,,24300
2022-12-06,Colorado,Larimer,WOAH Non-Poultry,,2
2022-12-06,Missouri,Harrison,WOAH Non-Poultry,,30
2022-12-06,Oklahoma,Pawnee,WOAH Non-Poultry,,30
2022-12-06,Texas,Denton,WOAH Non-Poultry,,40
2022-12-06,Vermont,Lamoille,WOAH Non-Poultry,,50
2022-12-07,Iowa,Sac,Commercial Turkey Meat Bird,,40000
2022-12-07,Iowa,Cherokee,Commercial Turkey Meat Bird,,105000
2022-12-07,South Dakota,Kingsbury,WOAH Non-Poultry,,70
2022-12-08,Minnesota,Dodge,Commercial Turkey Meat Bird,,10000
2022-12-08,Missouri,Dade,WOAH Non-Poultry,,30
2022-12-08,South Dakota,Hamlin,Commercial Turkey Meat Bird,,58100
2022-12-09,Colorado,Prowers,Commercial Upland Gamebird Producer,,11000
2022-12-09,Missouri,Osage,Commercial Turkey Meat Bird,,19700
2022-12-09,North Carolina,Onslow,WOAH Non-Poultry,,60
2022-12-09,Oregon,Clackamas,WOAH Non-Poultry,,60
2022-12-09,Oregon,Polk,WOAH Non-Poultry,,70
2022-12-12,Iowa,Cherokee,Commercial Turkey Meat Bird,,50000
2022-12-12,Iowa,Sac,Commercial Turkey Meat Bird,,50000
2022-12-12,Iowa,Buena Vista,Commercial Turkey Meat Bird,,51200
2022-12-12,Iowa,Ida,Commercial Turkey Meat Bird,,90000
2022-12-12,Minnesota,Wadena,Commercial Turkey Meat Bird,,298100
2022-12-12,South Dakota,Hanson,Commercial Turkey Meat Bird,,23900
2022-12-13,Indiana,Daviess,Commercial Turkey Meat Bird,,11400
2022-12-13,Oregon,Columbia,WOAH Non-Poultry,,100
2022-12-13,Oregon,Linn,WOAH Non-Poultry,,20
2022-12-14,Minnesota,Redwood,WOAH Non-Poultry,,40
2022-12-14,Nebraska,Knox,WOAH Poultry,,160
2022-12-14,South Dakota,Moody,Commercial Table Egg Layer,,1332100
2022-12-14,South Dakota,Spink,WOAH Poultry,,280
2022-12-14,Tennessee,Weakley,WOAH Poultry,,37900
2022-12-14,Washington,Franklin,Commercial Table Egg Layer,,1015500
2022-12-15,Oregon,Polk,WOAH Non-Poultry,,20
2022-12-16,California,Butte,WOAH Non-Poultry,,20
2022-12-16,Colorado,Weld,Commercial Table Egg Layer,,1291000
2022-12-16,Florida,Duval,WOAH Non-Poultry,,10
2022-12-16,Montana,Flathead,WOAH Non-Poultry,,0
2022-12-19,California,Mendocino,WOAH Non-Poultry,,20
2022-12-20,Colorado,Weld,Commercial Table Egg Layer,,239700
2022-12-20,Idaho,Gem,WOAH Non-Poultry,,80
2022-12-20,South Dakota,Hanson,Commercial Turkey Meat Bird,,31800
2022-12-21,Illinois,St. Clair,WOAH Non-Poultry,,60
2022-12-21,Missouri,Bates,WOAH Non-Poultry,,30
2022-12-21,Oregon,Umatilla,WOAH Non-Poultry,,10
2022-12-21,Tennessee,Weakley,WOAH Poultry,,28800
2022-12-22,California,Glenn,Commercial Upland Gamebird Producer,,32000
2022-12-28,Kansas,Elk,WOAH Non-Poultry,,30
2022-12-28,Tennessee,Weakley,Commercial Broiler Breeder,,43600
2022-12-28,Tennessee,Weakley,Commercial Broiler Breeder,,19000
2022-12-29,Washington,Pierce,WOAH Non-Poultry,,40
2022-12-30,Michigan,Sanilac,WOAH Non-Poultry,,30
2022-12-30,Washington,Snohomish,WOAH Poultry,,180
2023-01-04,Kansas,Anderson,Commercial Upland Gamebird Producer,,8900
2023-01-04,Missouri,Johnson,WOAH Non-Poultry,,30
2023-01-04,Oregon,Josephine,WOAH Non-Poultry,,30
2023-01-05,South Dakota,Codington,WOAH Poultry,,140
2023-01-06,Colorado,Weld,WOAH Non-Poultry,,40
2023-01-06,Washington,Thurston,WOAH Non-Poultry,,120
2023-01-09,California,San Joaquin,WOAH Non-Poultry,,10
2023-01-09,California,Sonoma,WOAH Non-Poultry,,20
2023-01-09,California,Sonoma,WOAH Non-Poultry,,6
2023-01-09,Nebraska,Scotts Bluff,WOAH Non-Poultry,,7
2023-01-10,Montana,Cascade,WOAH Non-Poultry,,10
2023-01-11,Oregon,Douglas,WOAH Non-Poultry,,1
2023-01-12,California,Tehama,WOAH Poultry,,23700
2023-01-17,Kansas,Mitchell,Commercial Upland Gamebird Producer,,6900
2023-01-18,Ohio,Licking,WOAH Non-Poultry,,30
2023-01-18,Texas,Lampasas,WOAH Poultry,,70
2023-01-19,California,El Dorado,WOAH Non-Poultry,,20
2023-01-19,Virginia,Rockingham,Commercial Turkey Meat Bird,,25300
2023-01-19,Washington,Snohomish,WOAH Non-Poultry,,20
2023-01-20,Colorado,Larimer,WOAH Non-Poultry,,70
2023-01-20,Tennessee,Weakley,Commercial Broiler Production,,267800
2023-01-23,New Hampshire,Belknap,WOAH Non-Poultry,,40
2023-01-25,Iowa,Buena Vista,Commercial Turkey Meat Bird,,27700
2023-01-25,New York,Suffolk,WOAH Non-Poultry,,10
2023-01-25,North Carolina,Rowan,WOAH Non-Poultry,,2
2023-01-25,Oregon,Polk,WOAH Non-Poultry,,20
2023-01-25,Virginia,Rockingham,Commercial Turkey Meat Bird,,11100
2023-01-27,Maine,Hancock,WOAH Non-Poultry,,40
2023-02-01,Pennsylvania,Lancaster,Commercial Duck Meat Bird,,32800
2023-02-01,Pennsylvania,Lancaster,WOAH Poultry,,2700
2023-02-06,California,Merced,Commercial Duck Breeder,,29100
2023-02-06,California,Placer,WOAH Non-Poultry,,30
2023-02-06,California,San Joaquin,WOAH Non-Poultry,,8
2023-02-06,Maine,Hancock,WOAH Non-Poultry,,30
2023-02-06,Maine,Kennebec,WOAH Non-Poultry,,40
2023-02-06,Wyoming,Park,WOAH Non-Poultry,,10
2023-02-07,Mississippi,Leake,Commercial Broiler Production,,89800
2023-02-07,Pennsylvania,Allegheny,WOAH Non-Poultry,,20
2023-02-08,Kansas,Mitchell,Commercial Upland Gamebird Producer,,17000
2023-02-08,Pennsylvania,Lancaster,WOAH Poultry,,20300
2023-02-13,Kansas,Doniphan,WOAH Non-Poultry,,30
2023-02-13,Missouri,Carroll,WOAH Non-Poultry,,9
2023-02-14,Florida,Hillsborough,WOAH Non-Poultry,,10
2023-02-14,Washington,Benton,WOAH Non-Poultry,,60
2023-02-15,New York,Columbia,WOAH Poultry,,250
2023-02-17,California,San Joaquin,WOAH Non-Poultry,,160
2023-02-17,Mississippi,Copiah,WOAH Poultry,,50
2023-02-17,Pennsylvania,Tioga,WOAH Non-Poultry,,50
2023-02-21,Nebraska,Lincoln,WOAH Poultry,,420
2023-02-21,Pennsylvania,Lancaster,Commercial Broiler Production,,97700
2023-02-22,Pennsylvania,Lancaster,WOAH Poultry,,4200
2023-02-23,Colorado,Moffat,WOAH Non-Poultry,,40
2023-02-23,Pennsylvania,Lancaster,WOAH Poultry,,2000
2023-02-23,Virginia,Alexandria City,Live Bird Market,,800
2023-02-24,Illinois,Wayne,Commercial Turkey Meat Bird,,18200
2023-02-24,Pennsylvania,Chester,WOAH Poultry,,3400
2023-02-24,Pennsylvania,Lancaster,WOAH Poultry,,4000
2023-02-27,Pennsylvania,Lancaster,WOAH Poultry,,4400
2023-02-28,Florida,Miami-dade,Live Bird Market,,510
2023-03-03,Nevada,Douglas,WOAH Non-Poultry,,20
2023-03-03,Pennsylvania,Chester,WOAH Poultry,,5200
2023-03-04,Pennsylvania,Lancaster,Commercial Duck Breeder,,11300
2023-03-04,Pennsylvania,Lancaster,Commercial Turkey Meat Bird,,19600
2023-03-04,Pennsylvania,Lancaster,Commercial Turkey Meat Bird,,26600
2023-03-04,Pennsylvania,Northumberland,WOAH Poultry,,680
2023-03-04,Pennsylvania,Chester,WOAH Poultry,,6900
2023-03-06,Idaho,Bingham,WOAH Non-Poultry,,10
2023-03-06,Pennsylvania,Lancaster,WOAH Poultry,,310
2023-03-06,Pennsylvania,Lancaster,WOAH Poultry,,6000
2023-03-06,Pennsylvania,Lancaster,WOAH Poultry,,1800
2023-03-06,Pennsylvania,Bucks,WOAH Poultry,,1700
2023-03-07,Virginia,Rockingham,WOAH Non-Poultry,,250
2023-03-13,Pennsylvania,Lancaster,WOAH Poultry,,6000
2023-03-14,Michigan,Eaton,WOAH Non-Poultry,,20
2023-03-14,Pennsylvania,Lancaster,WOAH Poultry,,3000
2023-03-14,Pennsylvania,Lancaster,WOAH Poultry,,2400
2023-03-14,Pennsylvania,Lancaster,WOAH Poultry,,2400
2023-03-14,Pennsylvania,Lancaster,WOAH Poultry,,3900
2023-03-14,Pennsylvania,Lancaster,WOAH Poultry,,3000
2023-03-15,Iowa,Chickasaw,WOAH Non-Poultry,,50
2023-03-15,Pennsylvania,Mifflin,WOAH Non-Poultry,,60
2023-03-16,Mississippi,Monroe,WOAH Non-Poultry,,30
2023-03-16,Missouri,Maries,WOAH Non-Poultry,,10
2023-03-16,Pennsylvania,Chester,Commercial Turkey Meat Bird,,11800
2023-03-16,Pennsylvania,Lancaster,WOAH Poultry,,2400
2023-03-16,Pennsylvania,Lancaster,WOAH Poultry,,1600
2023-03-17,Pennsylvania,Lancaster,WOAH Poultry,,2500
2023-03-21,Florida,Hillsborough,Live Bird Market,,340
2023-03-21,New York,Washington,WOAH Non-Poultry,,50
2023-03-22,New York,Queens,Live Bird Market,,140
2023-03-22,New York,Tompkins,WOAH Poultry,,6500
2023-03-22,Oregon,Klamath,WOAH Non-Poultry,,30
2023-03-22,South Dakota,Spink,Commercial Upland Gamebird Producer,,570
2023-03-22,Texas,Hale,WOAH Non-Poultry,,20
2023-03-23,Michigan,Lapeer,WOAH Poultry,,950
2023-03-24,Colorado,Arapahoe,WOAH Non-Poultry,,10
2023-03-24,Kansas,Ellsworth,WOAH Non-Poultry,,50
2023-03-28,Colorado,Yuma,WOAH Poultry,,310
2023-03-30,Oregon,Umatilla,WOAH Non-Poultry,,50
2023-04-03,Minnesota,Le Sueur,WOAH Non-Poultry,,100
2023-04-05,New York,Queens,Live Bird Market,,1300
2023-04-10,Kansas,Mitchell,WOAH Non-Poultry,,30
2023-04-12,California,Modoc,WOAH Non-Poultry,,60
2023-04-12,Colorado,Pueblo,WOAH Non-Poultry,,30
2023-04-12,New York,Putnam,WOAH Poultry,,200
2023-04-14,Montana,Rosebud,WOAH Non-Poultry,,0
2023-04-14,Nebraska,Sheridan,WOAH Non-Poultry,,10
2023-04-17,Colorado,Moffat,WOAH Non-Poultry,,80
2023-04-17,Idaho,Bonneville,WOAH Non-Poultry,,40
2023-04-17,New York,Putnam,WOAH Poultry,,110
2023-04-18,New York,Kings,Live Bird Market,,1400
2023-04-19,North Dakota,Dickey,Commercial Turkey Meat Bird,,58500
2023-04-19,South Dakota,Beadle,Commercial Turkey Meat Bird,,75800
2023-04-24,Colorado,Routt,WOAH Non-Poultry,,20
